Epoch,Loss
1,0.21688863355491095
2,0.04241013902405173
3,0.02854794518125714
4,0.046247802537579125
5,0.01566227047069783
6,0.013796094256960389
7,0.012992179395058086
8,0.011965700710131798
9,0.01419695905396941
10,0.009986511848787339
