Epoch,Loss
1,0.1390264228051866
2,0.04384089332482994
3,0.03170742823564604
4,0.029879040848677242
5,0.024246766729387585
6,0.022571805792092198
7,0.018108317531821037
8,0.018626180194965654
9,0.015528820455229448
10,0.012460402636842153
